"food_id","food_name","food_type","meal_type","quantity","expiry_date","provider_id","provider_name","city","provider_type","contact","claim_id","status"
246,"Salad","Non-Vegetarian","Snacks",50,"2025-03-28",768,"Davis, Hughes and Leblanc","South Danielle","Restaurant","450-388-2214",689,"Cancelled"
247,"Fish","Non-Vegetarian","Lunch",17,"2025-03-30",47,"Wong-Reese","East Andrewland","Supermarket","483-625-4097",0,"Not Claimed"
248,"Vegetables","Non-Vegetarian","Lunch",32,"2025-03-21",960,"Jackson, Shelton and Mayer","Port Lance","Supermarket","+1-140-191-0616-7900",0,"Not Claimed"
249,"Salad","Vegan","Breakfast",39,"2025-03-28",596,"Barnes, Castro and Curtis","Zimmermanville","Restaurant","507-577-7566",0,"Not Claimed"
250,"Bread","Vegan","Snacks",8,"2025-03-16",316,"Johnson Group","Williamsfort","Supermarket"," 007484-4365-34610",232,"Cancelled"
251,"Dairy","Non-Vegetarian","Lunch",12,"2025-03-24",241,"Harper, Blake and Alexander","Devinmouth","Catering Service"," 144381-3923",50,"Pending"
251,"Dairy","Non-Vegetarian","Lunch",12,"2025-03-24",241,"Harper, Blake and Alexander","Devinmouth","Catering Service"," 144381-3923",91,"Completed"
251,"Dairy","Non-Vegetarian","Lunch",12,"2025-03-24",241,"Harper, Blake and Alexander","Devinmouth","Catering Service"," 144381-3923",641,"Cancelled"
251,"Dairy","Non-Vegetarian","Lunch",12,"2025-03-24",241,"Harper, Blake and Alexander","Devinmouth","Catering Service"," 144381-3923",992,"Completed"
252,"Chicken","Non-Vegetarian","Snacks",18,"2025-03-19",113,"Anderson, Nicholson and Bruce","East Elizabethberg","Catering Service","+1-274-720-0033-1795",124,"Cancelled"
253,"Rice","Vegan","Snacks",20,"2025-03-19",231,"Jackson-Robinson","North Tom","Supermarket","001-341-741-8533",555,"Pending"
253,"Rice","Vegan","Snacks",20,"2025-03-19",231,"Jackson-Robinson","North Tom","Supermarket","001-341-741-8533",788,"Completed"
254,"Rice","Non-Vegetarian","Lunch",30,"2025-03-24",703,"Pierce Group","Lake Jamestown","Catering Service","+1-843-457-7096-3283",315,"Completed"
255,"Dairy","Non-Vegetarian","Lunch",44,"2025-03-24",825,"Smith, Lynch and Anderson","South Bryan","Supermarket","+1-560-761-6843-29675",0,"Not Claimed"
256,"Rice","Non-Vegetarian","Dinner",33,"2025-03-28",384,"Rogers-Warren","Jamesfurt","Grocery Store","001-439-195-6960",135,"Cancelled"
256,"Rice","Non-Vegetarian","Dinner",33,"2025-03-28",384,"Rogers-Warren","Jamesfurt","Grocery Store","001-439-195-6960",255,"Pending"
256,"Rice","Non-Vegetarian","Dinner",33,"2025-03-28",384,"Rogers-Warren","Jamesfurt","Grocery Store","001-439-195-6960",322,"Cancelled"
257,"Chicken","Vegan","Snacks",41,"2025-03-25",344,"Mcmillan, Gallegos and Perry","North Nicholas","Catering Service","247-797-3341-5155",420,"Cancelled"
258,"Fish","Vegetarian","Breakfast",24,"2025-03-21",101,"Chambers-Waters","East Angelafort","Restaurant","001-230-322-3448-38934",58,"Completed"
258,"Fish","Vegetarian","Breakfast",24,"2025-03-21",101,"Chambers-Waters","East Angelafort","Restaurant","001-230-322-3448-38934",62,"Pending"
258,"Fish","Vegetarian","Breakfast",24,"2025-03-21",101,"Chambers-Waters","East Angelafort","Restaurant","001-230-322-3448-38934",278,"Pending"
259,"Rice","Non-Vegetarian","Snacks",44,"2025-03-27",815,"Brown-Butler","Ashleyhaven","Grocery Store"," 509390-1118",0,"Not Claimed"
260,"Fruits","Vegetarian","Dinner",50,"2025-03-29",723,"Butler-Phillips","Jessicaland","Supermarket","+1-366-362-7376-557",475,"Cancelled"
261,"Pasta","Non-Vegetarian","Lunch",15,"2025-03-21",112,"Webb, Graves and Harrison","East Courtneymouth","Restaurant","935-714-9134-34359",541,"Completed"
262,"Dairy","Vegetarian","Breakfast",47,"2025-03-30",693,"Salazar PLC","Raybury","Restaurant","180-591-9657-697",349,"Pending"
262,"Dairy","Vegetarian","Breakfast",47,"2025-03-30",693,"Salazar PLC","Raybury","Restaurant","180-591-9657-697",367,"Completed"
263,"Salad","Vegetarian","Breakfast",21,"2025-03-30",408,"Thompson-Ortiz","Riceshire","Supermarket","5027424022",0,"Not Claimed"
264,"Bread","Vegetarian","Dinner",49,"2025-03-24",484,"Nelson-White","North Douglasfurt","Restaurant","001-558-380-9342-873",0,"Not Claimed"
265,"Fruits","Non-Vegetarian","Breakfast",32,"2025-03-26",862,"Obrien-Carr","East Tammy","Grocery Store","096-381-4881-4011",440,"Cancelled"
266,"Soup","Vegetarian","Lunch",30,"2025-03-23",589,"Boyd, Padilla and Simpson","Morganhaven","Restaurant","694-875-6150",0,"Not Claimed"
267,"Soup","Non-Vegetarian","Dinner",6,"2025-03-30",107,"Pollard, Tyler and Davis","West Lauraborough","Restaurant","7599766878",0,"Not Claimed"
268,"Fish","Non-Vegetarian","Breakfast",21,"2025-03-29",485,"Baker-Mcdonald","East Andrea","Restaurant","933-503-6294-194",0,"Not Claimed"
269,"Soup","Non-Vegetarian","Snacks",36,"2025-03-28",595,"Knox and Sons","Port Matthew","Grocery Store","967-217-8511-139",561,"Completed"
270,"Pasta","Vegan","Lunch",29,"2025-03-29",201,"Ramirez LLC","Sandrastad","Catering Service","001-916-437-4521-821",0,"Not Claimed"
271,"Rice","Vegan","Breakfast",22,"2025-03-17",254,"Huber Group","Reidland","Restaurant","001-841-494-8011-4394",379,"Cancelled"
271,"Rice","Vegan","Breakfast",22,"2025-03-17",254,"Huber Group","Reidland","Restaurant","001-841-494-8011-4394",522,"Pending"
271,"Rice","Vegan","Breakfast",22,"2025-03-17",254,"Huber Group","Reidland","Restaurant","001-841-494-8011-4394",704,"Pending"
272,"Vegetables","Vegan","Dinner",30,"2025-03-25",151,"Butler-Newman","Anthonyshire","Restaurant","+1-832-258-6208-585",988,"Pending"
273,"Salad","Non-Vegetarian","Lunch",32,"2025-03-16",446,"Nichols-Barnes","Port Richardshire","Catering Service","507-731-3315",6,"Cancelled"
274,"Salad","Vegan","Snacks",37,"2025-03-29",768,"Davis, Hughes and Leblanc","South Danielle","Restaurant","450-388-2214",0,"Not Claimed"
275,"Fish","Non-Vegetarian","Breakfast",35,"2025-03-24",657,"Carpenter-Wright","Davidland","Supermarket","001-482-381-7341-4903",330,"Completed"
275,"Fish","Non-Vegetarian","Breakfast",35,"2025-03-24",657,"Carpenter-Wright","Davidland","Supermarket","001-482-381-7341-4903",533,"Pending"
276,"Fruits","Vegan","Breakfast",47,"2025-03-29",839,"Roth, Estrada and Vang","Port Erin","Grocery Store"," 523837-8597",0,"Not Claimed"
277,"Pasta","Non-Vegetarian","Lunch",30,"2025-03-22",244,"Chan-Elliott","Toddberg","Supermarket","021-322-3933-46620",174,"Cancelled"
278,"Soup","Non-Vegetarian","Lunch",35,"2025-03-24",66,"Lambert-Wilson","Lake Michaelfurt","Restaurant","+1-552-690-1512-083",9,"Completed"
279,"Chicken","Non-Vegetarian","Lunch",3,"2025-03-25",326,"Bender, Jordan and Bennett","Lake Alicia","Supermarket","001-194-509-7599-83421",920,"Cancelled"
280,"Pasta","Vegan","Dinner",44,"2025-03-27",393,"Steele Ltd","Heatherview","Restaurant","001-300-000-8103-26863",0,"Not Claimed"
281,"Rice","Non-Vegetarian","Breakfast",28,"2025-03-23",356,"Espinoza PLC","West Michael","Supermarket"," 410539-3296",21,"Completed"
282,"Fruits","Non-Vegetarian","Lunch",27,"2025-03-25",640,"Cook, Jackson and Griffith","West Tinamouth","Grocery Store","496-170-0536-12668",518,"Pending"
283,"Dairy","Non-Vegetarian","Breakfast",7,"2025-03-30",312,"Garcia-Hunter","North Ianbury","Restaurant","150-729-4411",0,"Not Claimed"
284,"Vegetables","Vegetarian","Breakfast",36,"2025-03-27",161,"Campbell LLC","Perezport","Supermarket","001-211-446-3315-74760",582,"Completed"
284,"Vegetables","Vegetarian","Breakfast",36,"2025-03-27",161,"Campbell LLC","Perezport","Supermarket","001-211-446-3315-74760",973,"Pending"
285,"Rice","Vegetarian","Breakfast",44,"2025-03-19",353,"Rose-Pearson","North Aaron","Grocery Store","735-520-0971-89331",965,"Pending"
286,"Pasta","Vegetarian","Snacks",37,"2025-03-26",43,"Martinez, Johnson and Torres","South Karen","Supermarket","250-919-8579",0,"Not Claimed"
287,"Salad","Vegan","Breakfast",20,"2025-03-17",882,"Freeman, Allen and Castaneda","Jenniferville","Supermarket"," 162139-2884",677,"Pending"
288,"Bread","Vegetarian","Breakfast",48,"2025-03-22",703,"Pierce Group","Lake Jamestown","Catering Service","+1-843-457-7096-3283",0,"Not Claimed"
289,"Vegetables","Non-Vegetarian","Breakfast",31,"2025-03-17",237,"White, Crawford and Pearson","Frederickside","Supermarket","958-016-7653-7393",0,"Not Claimed"
290,"Dairy","Non-Vegetarian","Lunch",19,"2025-03-19",315,"Nelson LLC","Lake Andrewmouth","Restaurant","+1-859-029-3911-34890",11,"Pending"
290,"Dairy","Non-Vegetarian","Lunch",19,"2025-03-19",315,"Nelson LLC","Lake Andrewmouth","Restaurant","+1-859-029-3911-34890",171,"Pending"
291,"Salad","Vegetarian","Breakfast",12,"2025-03-19",785,"Crane LLC","Lindseybury","Catering Service","001-004-545-5901-1754",348,"Cancelled"
291,"Salad","Vegetarian","Breakfast",12,"2025-03-19",785,"Crane LLC","Lindseybury","Catering Service","001-004-545-5901-1754",654,"Pending"
292,"Chicken","Non-Vegetarian","Breakfast",16,"2025-03-17",906,"Wright LLC","West Kevin","Supermarket","001-515-383-6029-214",960,"Completed"
293,"Rice","Non-Vegetarian","Dinner",32,"2025-03-27",276,"Hodge-Leblanc","Port Eric","Supermarket","3692481031",923,"Cancelled"
294,"Bread","Vegan","Dinner",40,"2025-03-19",113,"Anderson, Nicholson and Bruce","East Elizabethberg","Catering Service","+1-274-720-0033-1795",311,"Cancelled"
294,"Bread","Vegan","Dinner",40,"2025-03-19",113,"Anderson, Nicholson and Bruce","East Elizabethberg","Catering Service","+1-274-720-0033-1795",856,"Completed"
295,"Soup","Non-Vegetarian","Dinner",39,"2025-03-17",344,"Mcmillan, Gallegos and Perry","North Nicholas","Catering Service","247-797-3341-5155",521,"Cancelled"
296,"Dairy","Vegan","Lunch",24,"2025-03-19",655,"Smith Group","Jimmyberg","Restaurant","694-134-6616-8811",0,"Not Claimed"
297,"Pasta","Non-Vegetarian","Breakfast",46,"2025-03-19",409,"Ayala LLC","East Roberthaven","Grocery Store","714-879-6195-1367",158,"Cancelled"
297,"Pasta","Non-Vegetarian","Breakfast",46,"2025-03-19",409,"Ayala LLC","East Roberthaven","Grocery Store","714-879-6195-1367",671,"Completed"
297,"Pasta","Non-Vegetarian","Breakfast",46,"2025-03-19",409,"Ayala LLC","East Roberthaven","Grocery Store","714-879-6195-1367",771,"Cancelled"
298,"Chicken","Vegetarian","Lunch",2,"2025-03-22",883,"Lewis, Wagner and Solis","New Jacob","Supermarket","001-094-480-8706",705,"Cancelled"
299,"Dairy","Non-Vegetarian","Lunch",14,"2025-03-21",718,"Livingston Inc","Port Victoria","Restaurant","+1-956-381-7075",684,"Pending"
299,"Dairy","Non-Vegetarian","Lunch",14,"2025-03-21",718,"Livingston Inc","Port Victoria","Restaurant","+1-956-381-7075",853,"Pending"
300,"Pasta","Non-Vegetarian","Snacks",16,"2025-03-17",459,"Brown Ltd","Castilloport","Supermarket","164-699-6716",983,"Pending"
301,"Rice","Vegan","Breakfast",35,"2025-03-24",886,"Gentry and Sons","New Tiffanystad","Restaurant"," 845076-7276",0,"Not Claimed"
302,"Bread","Vegan","Snacks",31,"2025-03-23",760,"Frederick LLC","Yatesside","Supermarket","784-860-0232-137",516,"Completed"
302,"Bread","Vegan","Snacks",31,"2025-03-23",760,"Frederick LLC","Yatesside","Supermarket","784-860-0232-137",679,"Pending"
303,"Fish","Vegan","Dinner",2,"2025-03-18",945,"Young-Wu","Tamaraside","Grocery Store","516-871-5874-60724",0,"Not Claimed"
304,"Fish","Vegetarian","Dinner",5,"2025-03-19",639,"Chandler-Roberts","Richardsonhaven","Supermarket"," 671036-0993-233",274,"Pending"
304,"Fish","Vegetarian","Dinner",5,"2025-03-19",639,"Chandler-Roberts","Richardsonhaven","Supermarket"," 671036-0993-233",947,"Cancelled"
305,"Soup","Non-Vegetarian","Breakfast",14,"2025-03-30",38,"Lawrence LLC","Perkinsbury","Supermarket","580-888-5964",0,"Not Claimed"
306,"Salad","Non-Vegetarian","Snacks",27,"2025-03-22",284,"Cruz Inc","North Julieburgh","Supermarket","242-471-4335",0,"Not Claimed"
307,"Chicken","Non-Vegetarian","Breakfast",20,"2025-03-20",384,"Rogers-Warren","Jamesfurt","Grocery Store","001-439-195-6960",599,"Pending"
308,"Soup","Vegan","Snacks",11,"2025-03-29",973,"Watson LLC","New Larry","Supermarket","8591148922",729,"Pending"
309,"Chicken","Vegan","Snacks",47,"2025-03-27",1000,"Jenkins-Brooks","Brendantown","Restaurant","266-324-3458-95775",0,"Not Claimed"
310,"Rice","Vegan","Dinner",13,"2025-03-20",528,"Baird PLC","Markport","Supermarket","001-930-122-6265-199",66,"Cancelled"
311,"Fish","Vegan","Dinner",3,"2025-03-18",740,"Cunningham Ltd","Port Marissachester","Catering Service","498-839-7284-63534",0,"Not Claimed"
312,"Fruits","Non-Vegetarian","Breakfast",11,"2025-03-26",238,"Decker Group","North Julieburgh","Grocery Store","+1-152-318-5664-8137",234,"Pending"
313,"Fruits","Vegetarian","Snacks",3,"2025-03-26",551,"Holland, Caldwell and Oliver","East Sandratown","Restaurant"," 670960-9465",0,"Not Claimed"
314,"Fish","Vegetarian","Lunch",27,"2025-03-23",387,"Barrera-Ward","West Juliabury","Grocery Store","958-242-0037",0,"Not Claimed"
315,"Salad","Vegetarian","Dinner",47,"2025-03-18",761,"Abbott, Brooks and Moreno","New Zachary","Catering Service"," 605444-5107",896,"Completed"
316,"Salad","Vegetarian","Dinner",4,"2025-03-28",494,"Anderson, Adams and Roberts","New Denise","Supermarket","+1-941-120-2190-554",0,"Not Claimed"
317,"Dairy","Non-Vegetarian","Dinner",22,"2025-03-21",866,"Jones-Patterson","New Robertstad","Grocery Store","940-354-9558",927,"Completed"
318,"Pasta","Vegan","Lunch",48,"2025-03-25",946,"Brock, Newton and Mccormick","Roystad","Catering Service"," 699849-3966-8395",129,"Pending"
319,"Chicken","Vegetarian","Snacks",47,"2025-03-30",63,"Fuller, Vincent and Fernandez","Mcclainfurt","Supermarket"," 268645-8829",592,"Completed"
320,"Vegetables","Vegetarian","Lunch",26,"2025-03-20",484,"Nelson-White","North Douglasfurt","Restaurant","001-558-380-9342-873",16,"Cancelled"
320,"Vegetables","Vegetarian","Lunch",26,"2025-03-20",484,"Nelson-White","North Douglasfurt","Restaurant","001-558-380-9342-873",566,"Cancelled"
321,"Pasta","Non-Vegetarian","Lunch",20,"2025-03-18",572,"Shaw Group","Lake Cathy","Supermarket","+1-168-522-2184-289",69,"Completed"
321,"Pasta","Non-Vegetarian","Lunch",20,"2025-03-18",572,"Shaw Group","Lake Cathy","Supermarket","+1-168-522-2184-289",485,"Cancelled"
322,"Chicken","Non-Vegetarian","Dinner",12,"2025-03-26",575,"Martinez and Sons","Johnport","Catering Service","5200035934",0,"Not Claimed"
323,"Dairy","Vegan","Snacks",31,"2025-03-27",4,"Clark, Prince and Williams","Mendezmouth","Grocery Store","556-944-8935-401",253,"Cancelled"
324,"Soup","Vegetarian","Snacks",39,"2025-03-24",346,"Phillips, Wolfe and Martin","Thomasville","Grocery Store","001-548-413-4962",557,"Cancelled"
325,"Chicken","Vegan","Dinner",32,"2025-03-25",365,"Bray, Nguyen and Christensen","West Robert","Restaurant","589-913-5215-7984",228,"Pending"
326,"Soup","Vegan","Dinner",25,"2025-03-29",407,"Douglas and Sons","North Charlesside","Restaurant"," 883611-4618-987",562,"Pending"
326,"Soup","Vegan","Dinner",25,"2025-03-29",407,"Douglas and Sons","North Charlesside","Restaurant"," 883611-4618-987",629,"Pending"
327,"Dairy","Vegetarian","Breakfast",24,"2025-03-22",834,"Bruce Inc","Harrishaven","Supermarket"," 258012-0928-8067",236,"Completed"
328,"Chicken","Vegetarian","Snacks",36,"2025-03-19",876,"Rosario-Porter","Brookeland","Grocery Store","867-595-3131",0,"Not Claimed"
329,"Rice","Vegetarian","Dinner",42,"2025-03-17",716,"Wright-Hogan","North Ryan","Catering Service","001-280-488-8210-18348",459,"Cancelled"
330,"Rice","Vegan","Snacks",49,"2025-03-19",407,"Douglas and Sons","North Charlesside","Restaurant"," 883611-4618-987",370,"Cancelled"
331,"Fish","Vegan","Breakfast",8,"2025-03-22",480,"Brooks-Mccarty","East Kevin","Catering Service"," 297995-3926",763,"Cancelled"
332,"Rice","Vegetarian","Dinner",12,"2025-03-21",616,"Moore-Flowers","Clarkberg","Restaurant"," 256326-8681-6129",333,"Completed"
333,"Salad","Non-Vegetarian","Breakfast",41,"2025-03-20",139,"Johnson-Ray","Port Connie","Supermarket","294-692-7978-3473",0,"Not Claimed"
334,"Bread","Non-Vegetarian","Snacks",17,"2025-03-19",126,"Jackson, Gonzalez and Smith","New Rodneyville","Supermarket"," 590652-0264-4365",681,"Cancelled"
335,"Rice","Non-Vegetarian","Snacks",38,"2025-03-20",664,"Caldwell PLC","Jeffreyshire","Catering Service","+1-608-327-2565-3004",192,"Completed"
335,"Rice","Non-Vegetarian","Snacks",38,"2025-03-20",664,"Caldwell PLC","Jeffreyshire","Catering Service","+1-608-327-2565-3004",286,"Pending"
335,"Rice","Non-Vegetarian","Snacks",38,"2025-03-20",664,"Caldwell PLC","Jeffreyshire","Catering Service","+1-608-327-2565-3004",834,"Pending"
336,"Dairy","Non-Vegetarian","Snacks",36,"2025-03-23",101,"Chambers-Waters","East Angelafort","Restaurant","001-230-322-3448-38934",0,"Not Claimed"
337,"Vegetables","Vegan","Snacks",5,"2025-03-24",301,"Smith, Glover and Mcintyre","East Laurashire","Supermarket"," 502012-9123-94085",0,"Not Claimed"
338,"Chicken","Non-Vegetarian","Lunch",7,"2025-03-19",735,"Koch Inc","Westmouth","Restaurant"," 972427-3809-5165",875,"Completed"
339,"Pasta","Non-Vegetarian","Dinner",40,"2025-03-29",512,"Taylor-Lyons","Port Timothystad","Grocery Store","001-846-553-1363",0,"Not Claimed"
340,"Fruits","Vegetarian","Dinner",3,"2025-03-24",634,"Morgan-Blackwell","Colemanton","Supermarket"," 254215-9233",527,"Pending"
341,"Vegetables","Non-Vegetarian","Dinner",48,"2025-03-30",908,"Martinez-Young","East Phillipton","Supermarket"," 448182-4708",0,"Not Claimed"
342,"Vegetables","Vegetarian","Lunch",5,"2025-03-27",766,"Parker Group","Jonathanmouth","Catering Service","197-775-7862-84876",375,"Completed"
343,"Bread","Vegan","Snacks",40,"2025-03-27",563,"Daniels-Kim","East Angela","Grocery Store","787-621-3654-1971",0,"Not Claimed"
344,"Vegetables","Vegan","Snacks",44,"2025-03-23",678,"Ruiz-Oneal","Lake Travis","Grocery Store"," 569363-0118",0,"Not Claimed"
345,"Pasta","Vegan","Lunch",14,"2025-03-20",346,"Phillips, Wolfe and Martin","Thomasville","Grocery Store","001-548-413-4962",5,"Pending"
345,"Pasta","Vegan","Lunch",14,"2025-03-20",346,"Phillips, Wolfe and Martin","Thomasville","Grocery Store","001-548-413-4962",22,"Pending"
345,"Pasta","Vegan","Lunch",14,"2025-03-20",346,"Phillips, Wolfe and Martin","Thomasville","Grocery Store","001-548-413-4962",474,"Cancelled"
346,"Chicken","Vegan","Snacks",16,"2025-03-28",2,"Nielsen, Johnson and Fuller","East Sheena","Grocery Store","+1-925-283-8901-6297",0,"Not Claimed"
347,"Chicken","Vegetarian","Breakfast",45,"2025-03-24",567,"Clark-Taylor","Jonathanstad","Catering Service","3857327137",0,"Not Claimed"
348,"Fish","Vegetarian","Lunch",21,"2025-03-27",107,"Pollard, Tyler and Davis","West Lauraborough","Restaurant","7599766878",0,"Not Claimed"
349,"Vegetables","Vegetarian","Breakfast",33,"2025-03-18",766,"Parker Group","Jonathanmouth","Catering Service","197-775-7862-84876",670,"Cancelled"
350,"Pasta","Non-Vegetarian","Breakfast",8,"2025-03-21",828,"Campbell LLC","Torresshire","Catering Service","408-792-0799",0,"Not Claimed"
351,"Bread","Non-Vegetarian","Snacks",45,"2025-03-25",678,"Ruiz-Oneal","Lake Travis","Grocery Store"," 569363-0118",0,"Not Claimed"
352,"Vegetables","Vegetarian","Dinner",31,"2025-03-28",692,"Rocha, Johnson and Dunlap","South Andrewport","Supermarket","+1-596-531-4868",757,"Completed"
353,"Fruits","Non-Vegetarian","Lunch",5,"2025-03-29",418,"Schwartz, Odonnell and Padilla","Deborahfurt","Restaurant","955-658-8107-92494",2,"Cancelled"
353,"Fruits","Non-Vegetarian","Lunch",5,"2025-03-29",418,"Schwartz, Odonnell and Padilla","Deborahfurt","Restaurant","955-658-8107-92494",830,"Cancelled"
354,"Pasta","Vegan","Lunch",3,"2025-03-24",380,"Nelson PLC","Lake Christophermouth","Restaurant"," 302042-7352",0,"Not Claimed"
355,"Pasta","Vegetarian","Dinner",10,"2025-03-22",662,"Morris, Mcintyre and Austin","Port Lesliebury","Supermarket","001-095-950-5858",911,"Pending"
356,"Fish","Vegan","Lunch",27,"2025-03-20",71,"Jones-Edwards","Ruizmouth","Restaurant"," 077105-8283",434,"Completed"
357,"Chicken","Vegan","Dinner",1,"2025-03-23",939,"Reyes and Sons","New Monicaside","Catering Service","9608634637",0,"Not Claimed"
358,"Fruits","Vegetarian","Breakfast",41,"2025-03-21",810,"Austin, Griffin and Ward","Lake Jason","Catering Service"," 877527-5031",303,"Cancelled"
359,"Bread","Non-Vegetarian","Lunch",6,"2025-03-23",811,"Hall-Barnett","East Emily","Grocery Store","+1-416-150-5940-8255",151,"Completed"
360,"Chicken","Vegan","Dinner",12,"2025-03-18",22,"Miller-Carter","Port Lisamouth","Catering Service","+1-868-016-4774",0,"Not Claimed"
361,"Dairy","Vegetarian","Breakfast",17,"2025-03-16",391,"Lambert Ltd","South Jerryside","Supermarket","351-542-5864-527",0,"Not Claimed"
362,"Chicken","Vegan","Snacks",29,"2025-03-27",785,"Crane LLC","Lindseybury","Catering Service","001-004-545-5901-1754",0,"Not Claimed"
363,"Bread","Non-Vegetarian","Breakfast",24,"2025-03-23",770,"Schneider-Suarez","East Melissa","Supermarket","001-597-658-2544-8112",0,"Not Claimed"
364,"Fish","Non-Vegetarian","Snacks",33,"2025-03-22",540,"Randall-Wagner","Henrychester","Catering Service","427-635-9668-1254",884,"Cancelled"
365,"Fruits","Non-Vegetarian","Dinner",48,"2025-03-27",71,"Jones-Edwards","Ruizmouth","Restaurant"," 077105-8283",452,"Cancelled"
366,"Chicken","Non-Vegetarian","Lunch",25,"2025-03-24",331,"Edwards, Johnson and Cross","South Jeffreyburgh","Catering Service","869-227-8515-888",0,"Not Claimed"
367,"Vegetables","Non-Vegetarian","Snacks",38,"2025-03-29",610,"Kelly, Cummings and Ward","Allenton","Supermarket","795-078-7850",266,"Completed"
368,"Salad","Non-Vegetarian","Lunch",1,"2025-03-16",826,"Rogers, Harmon and Gordon","Lake Karenfurt","Supermarket"," 421106-2871-5106",0,"Not Claimed"
369,"Fruits","Vegan","Breakfast",23,"2025-03-16",523,"Roberts, Howard and Bender","Lake Lorrainefort","Restaurant","+1-414-385-0073-51267",0,"Not Claimed"
370,"Fruits","Vegan","Lunch",35,"2025-03-16",783,"Cooper LLC","Port Melanie","Restaurant","001-120-947-8177-14998",0,"Not Claimed"
371,"Bread","Non-Vegetarian","Lunch",34,"2025-03-21",154,"Smith-Turner","New John","Supermarket","001-084-709-0706-311",25,"Completed"
371,"Bread","Non-Vegetarian","Lunch",34,"2025-03-21",154,"Smith-Turner","New John","Supermarket","001-084-709-0706-311",468,"Completed"
372,"Pasta","Vegan","Snacks",11,"2025-03-25",138,"Jones, Rojas and Brown","North Sherrimouth","Grocery Store","490-519-3490-03679",0,"Not Claimed"
373,"Rice","Non-Vegetarian","Lunch",39,"2025-03-21",252,"Blair LLC","Phillipsfort","Grocery Store"," 213522-3298-866",400,"Completed"
373,"Rice","Non-Vegetarian","Lunch",39,"2025-03-21",252,"Blair LLC","Phillipsfort","Grocery Store"," 213522-3298-866",585,"Completed"
374,"Chicken","Vegan","Lunch",44,"2025-03-21",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",107,"Completed"
374,"Chicken","Vegan","Lunch",44,"2025-03-21",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",220,"Cancelled"
374,"Chicken","Vegan","Lunch",44,"2025-03-21",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",848,"Pending"
375,"Vegetables","Vegan","Dinner",15,"2025-03-28",569,"Booker Ltd","South Russelltown","Grocery Store","001-391-794-1009-585",0,"Not Claimed"
376,"Vegetables","Vegan","Lunch",47,"2025-03-25",41,"Kelly-Ware","Bentleyburgh","Catering Service"," 033969-7445-782",0,"Not Claimed"
377,"Pasta","Non-Vegetarian","Breakfast",22,"2025-03-25",737,"Ballard, Stanley and Hill","Port Andrea","Restaurant","409-995-2073-69158",0,"Not Claimed"
378,"Soup","Vegetarian","Lunch",39,"2025-03-19",834,"Bruce Inc","Harrishaven","Supermarket"," 258012-0928-8067",90,"Completed"
379,"Rice","Vegetarian","Lunch",14,"2025-03-18",312,"Garcia-Hunter","North Ianbury","Restaurant","150-729-4411",402,"Pending"
379,"Rice","Vegetarian","Lunch",14,"2025-03-18",312,"Garcia-Hunter","North Ianbury","Restaurant","150-729-4411",744,"Pending"
380,"Soup","Non-Vegetarian","Snacks",26,"2025-03-22",985,"Frey PLC","Harrisonbury","Restaurant"," 890661-5455",242,"Cancelled"
380,"Soup","Non-Vegetarian","Snacks",26,"2025-03-22",985,"Frey PLC","Harrisonbury","Restaurant"," 890661-5455",905,"Pending"
380,"Soup","Non-Vegetarian","Snacks",26,"2025-03-22",985,"Frey PLC","Harrisonbury","Restaurant"," 890661-5455",985,"Completed"
381,"Pasta","Vegan","Dinner",35,"2025-03-18",86,"Murphy-Boyd","New Michelle","Catering Service","387-962-7399-435",97,"Pending"
381,"Pasta","Vegan","Dinner",35,"2025-03-18",86,"Murphy-Boyd","New Michelle","Catering Service","387-962-7399-435",187,"Pending"
382,"Salad","Non-Vegetarian","Dinner",42,"2025-03-20",208,"Miller, Johnson and Fernandez","East Garyton","Restaurant","985-790-0081-8718",8,"Pending"
383,"Vegetables","Vegan","Lunch",48,"2025-03-19",783,"Cooper LLC","Port Melanie","Restaurant","001-120-947-8177-14998",0,"Not Claimed"
384,"Fish","Vegan","Snacks",14,"2025-03-26",614,"Morris, Mcpherson and Edwards","Robertshire","Supermarket","526-766-1952-181",959,"Pending"
385,"Pasta","Non-Vegetarian","Dinner",7,"2025-03-25",885,"Spears, Anderson and Huffman","Lake Stephen","Restaurant","1906277080",633,"Completed"
385,"Pasta","Non-Vegetarian","Dinner",7,"2025-03-25",885,"Spears, Anderson and Huffman","Lake Stephen","Restaurant","1906277080",746,"Pending"
386,"Salad","Vegetarian","Snacks",30,"2025-03-22",697,"Rodriguez, Thomas and Foster","Padillatown","Restaurant","564-331-0431",341,"Completed"
387,"Rice","Vegan","Dinner",31,"2025-03-24",958,"Patel Ltd","Lake Vanessaland","Restaurant"," 694214-7175",285,"Completed"
388,"Soup","Vegetarian","Dinner",41,"2025-03-25",858,"Petersen, Morrison and Woods","Johnsonborough","Restaurant","+1-978-137-1967",0,"Not Claimed"
389,"Vegetables","Non-Vegetarian","Snacks",30,"2025-03-18",707,"Peterson, Lee and Moore","Laurietown","Supermarket","710-623-8778-66342",384,"Completed"
